,category,data_source,freq,tickers,cut,fields,vendor_tickers
6167,fx-implied-vol,bloomberg,daily,USDSEKV4M,LDN,close,USDSEKV4M CMPL Curncy
6168,fx-implied-vol,bloomberg,daily,USDSEKV6M,LDN,close,USDSEKV6M CMPL Curncy
6169,fx-implied-vol,bloomberg,daily,USDSEKV9M,LDN,close,USDSEKV9M CMPL Curncy
6170,fx-implied-vol,bloomberg,daily,USDSEKV1Y,LDN,close,USDSEKV1Y CMPL Curncy
6171,fx-implied-vol,bloomberg,daily,USDSEKV2Y,LDN,close,USDSEKV2Y CMPL Curncy
6172,fx-implied-vol,bloomberg,daily,USDSEKV3Y,LDN,close,USDSEKV3Y CMPL Curncy
6173,fx-implied-vol,bloomberg,daily,USDSEKV5Y,LDN,close,USDSEKV5Y CMPL Curncy
6174,fx-implied-vol,bloomberg,daily,USDSEK25RON,LDN,close,USDSEK25RON CMPL Curncy
6175,fx-implied-vol,bloomberg,daily,USDSEK25R1W,LDN,close,USDSEK25R1W CMPL Curncy
6176,fx-implied-vol,bloomberg,daily,USDSEK25R2W,LDN,close,USDSEK25R2W CMPL Curncy
6177,fx-implied-vol,bloomberg,daily,USDSEK25R3W,LDN,close,USDSEK25R3W CMPL Curncy
6178,fx-implied-vol,bloomberg,daily,USDSEK25R1M,LDN,close,USDSEK25R1M CMPL Curncy
6179,fx-implied-vol,bloomberg,daily,USDSEK25R2M,LDN,close,USDSEK25R2M CMPL Curncy
6180,fx-implied-vol,bloomberg,daily,USDSEK25R3M,LDN,close,USDSEK25R3M CMPL Curncy
6181,fx-implied-vol,bloomberg,daily,USDSEK25R4M,LDN,close,USDSEK25R4M CMPL Curncy
6182,fx-implied-vol,bloomberg,daily,USDSEK25R6M,LDN,close,USDSEK25R6M CMPL Curncy
6183,fx-implied-vol,bloomberg,daily,USDSEK25R9M,LDN,close,USDSEK25R9M CMPL Curncy
6184,fx-implied-vol,bloomberg,daily,USDSEK25R1Y,LDN,close,USDSEK25R1Y CMPL Curncy
6185,fx-implied-vol,bloomberg,daily,USDSEK25R2Y,LDN,close,USDSEK25R2Y CMPL Curncy
6186,fx-implied-vol,bloomberg,daily,USDSEK25R3Y,LDN,close,USDSEK25R3Y CMPL Curncy
6187,fx-implied-vol,bloomberg,daily,USDSEK25R5Y,LDN,close,USDSEK25R5Y CMPL Curncy
6188,fx-implied-vol,bloomberg,daily,USDSEK10RON,LDN,close,USDSEK10RON CMPL Curncy
6189,fx-implied-vol,bloomberg,daily,USDSEK10R1W,LDN,close,USDSEK10R1W CMPL Curncy
6190,fx-implied-vol,bloomberg,daily,USDSEK10R2W,LDN,close,USDSEK10R2W CMPL Curncy
6191,fx-implied-vol,bloomberg,daily,USDSEK10R3W,LDN,close,USDSEK10R3W CMPL Curncy
6192,fx-implied-vol,bloomberg,daily,USDSEK10R1M,LDN,close,USDSEK10R1M CMPL Curncy
6193,fx-implied-vol,bloomberg,daily,USDSEK10R2M,LDN,close,USDSEK10R2M CMPL Curncy
6194,fx-implied-vol,bloomberg,daily,USDSEK10R3M,LDN,close,USDSEK10R3M CMPL Curncy
6195,fx-implied-vol,bloomberg,daily,USDSEK10R4M,LDN,close,USDSEK10R4M CMPL Curncy
6196,fx-implied-vol,bloomberg,daily,USDSEK10R6M,LDN,close,USDSEK10R6M CMPL Curncy
6197,fx-implied-vol,bloomberg,daily,USDSEK10R9M,LDN,close,USDSEK10R9M CMPL Curncy
6198,fx-implied-vol,bloomberg,daily,USDSEK10R1Y,LDN,close,USDSEK10R1Y CMPL Curncy
6199,fx-implied-vol,bloomberg,daily,USDSEK10R2Y,LDN,close,USDSEK10R2Y CMPL Curncy
6200,fx-implied-vol,bloomberg,daily,USDSEK10R3Y,LDN,close,USDSEK10R3Y CMPL Curncy
6201,fx-implied-vol,bloomberg,daily,USDSEK10R5Y,LDN,close,USDSEK10R5Y CMPL Curncy
6202,fx-implied-vol,bloomberg,daily,USDSEK25BON,LDN,close,USDSEK25BON CMPL Curncy
6203,fx-implied-vol,bloomberg,daily,USDSEK25B1W,LDN,close,USDSEK25B1W CMPL Curncy
6204,fx-implied-vol,bloomberg,daily,USDSEK25B2W,LDN,close,USDSEK25B2W CMPL Curncy
6205,fx-implied-vol,bloomberg,daily,USDSEK25B3W,LDN,close,USDSEK25B3W CMPL Curncy
6206,fx-implied-vol,bloomberg,daily,USDSEK25B1M,LDN,close,USDSEK25B1M CMPL Curncy
6207,fx-implied-vol,bloomberg,daily,USDSEK25B2M,LDN,close,USDSEK25B2M CMPL Curncy
6208,fx-implied-vol,bloomberg,daily,USDSEK25B3M,LDN,close,USDSEK25B3M CMPL Curncy
6209,fx-implied-vol,bloomberg,daily,USDSEK25B4M,LDN,close,USDSEK25B4M CMPL Curncy
6210,fx-implied-vol,bloomberg,daily,USDSEK25B6M,LDN,close,USDSEK25B6M CMPL Curncy
6211,fx-implied-vol,bloomberg,daily,USDSEK25B9M,LDN,close,USDSEK25B9M CMPL Curncy
6212,fx-implied-vol,bloomberg,daily,USDSEK25B1Y,LDN,close,USDSEK25B1Y CMPL Curncy
6213,fx-implied-vol,bloomberg,daily,USDSEK25B2Y,LDN,close,USDSEK25B2Y CMPL Curncy
6214,fx-implied-vol,bloomberg,daily,USDSEK25B3Y,LDN,close,USDSEK25B3Y CMPL Curncy
6215,fx-implied-vol,bloomberg,daily,USDSEK25B5Y,LDN,close,USDSEK25B5Y CMPL Curncy
6216,fx-implied-vol,bloomberg,daily,USDSEK10BON,LDN,close,USDSEK10BON CMPL Curncy
6217,fx-implied-vol,bloomberg,daily,USDSEK10B1W,LDN,close,USDSEK10B1W CMPL Curncy
6218,fx-implied-vol,bloomberg,daily,USDSEK10B2W,LDN,close,USDSEK10B2W CMPL Curncy
6219,fx-implied-vol,bloomberg,daily,USDSEK10B3W,LDN,close,USDSEK10B3W CMPL Curncy
6220,fx-implied-vol,bloomberg,daily,USDSEK10B1M,LDN,close,USDSEK10B1M CMPL Curncy
6221,fx-implied-vol,bloomberg,daily,USDSEK10B2M,LDN,close,USDSEK10B2M CMPL Curncy
6222,fx-implied-vol,bloomberg,daily,USDSEK10B3M,LDN,close,USDSEK10B3M CMPL Curncy
6223,fx-implied-vol,bloomberg,daily,USDSEK10B4M,LDN,close,USDSEK10B4M CMPL Curncy
6224,fx-implied-vol,bloomberg,daily,USDSEK10B6M,LDN,close,USDSEK10B6M CMPL Curncy
6225,fx-implied-vol,bloomberg,daily,USDSEK10B9M,LDN,close,USDSEK10B9M CMPL Curncy
6226,fx-implied-vol,bloomberg,daily,USDSEK10B1Y,LDN,close,USDSEK10B1Y CMPL Curncy
6227,fx-implied-vol,bloomberg,daily,USDSEK10B2Y,LDN,close,USDSEK10B2Y CMPL Curncy
6228,fx-implied-vol,bloomberg,daily,USDSEK10B3Y,LDN,close,USDSEK10B3Y CMPL Curncy
6229,fx-implied-vol,bloomberg,daily,USDSEK10B5Y,LDN,close,USDSEK10B5Y CMPL Curncy
6230,fx-implied-vol,bloomberg,daily,EURJPYVON,LDN,close,EURJPYVON CMPL Curncy
6231,fx-implied-vol,bloomberg,daily,EURJPYV1W,LDN,close,EURJPYV1W CMPL Curncy
6232,fx-implied-vol,bloomberg,daily,EURJPYV2W,LDN,close,EURJPYV2W CMPL Curncy
6233,fx-implied-vol,bloomberg,daily,EURJPYV3W,LDN,close,EURJPYV3W CMPL Curncy
6234,fx-implied-vol,bloomberg,daily,EURJPYV1M,LDN,close,EURJPYV1M CMPL Curncy
6235,fx-implied-vol,bloomberg,daily,EURJPYV2M,LDN,close,EURJPYV2M CMPL Curncy
6236,fx-implied-vol,bloomberg,daily,EURJPYV3M,LDN,close,EURJPYV3M CMPL Curncy
6237,fx-implied-vol,bloomberg,daily,EURJPYV4M,LDN,close,EURJPYV4M CMPL Curncy
6238,fx-implied-vol,bloomberg,daily,EURJPYV6M,LDN,close,EURJPYV6M CMPL Curncy
6239,fx-implied-vol,bloomberg,daily,EURJPYV9M,LDN,close,EURJPYV9M CMPL Curncy
6240,fx-implied-vol,bloomberg,daily,EURJPYV1Y,LDN,close,EURJPYV1Y CMPL Curncy
6241,fx-implied-vol,bloomberg,daily,EURJPYV2Y,LDN,close,EURJPYV2Y CMPL Curncy
6242,fx-implied-vol,bloomberg,daily,EURJPYV3Y,LDN,close,EURJPYV3Y CMPL Curncy
6243,fx-implied-vol,bloomberg,daily,EURJPYV5Y,LDN,close,EURJPYV5Y CMPL Curncy
6244,fx-implied-vol,bloomberg,daily,EURJPY25RON,LDN,close,EURJPY25RON CMPL Curncy
6245,fx-implied-vol,bloomberg,daily,EURJPY25R1W,LDN,close,EURJPY25R1W CMPL Curncy
6246,fx-implied-vol,bloomberg,daily,EURJPY25R2W,LDN,close,EURJPY25R2W CMPL Curncy
6247,fx-implied-vol,bloomberg,daily,EURJPY25R3W,LDN,close,EURJPY25R3W CMPL Curncy
6248,fx-implied-vol,bloomberg,daily,EURJPY25R1M,LDN,close,EURJPY25R1M CMPL Curncy
6249,fx-implied-vol,bloomberg,daily,EURJPY25R2M,LDN,close,EURJPY25R2M CMPL Curncy
6250,fx-implied-vol,bloomberg,daily,EURJPY25R3M,LDN,close,EURJPY25R3M CMPL Curncy
6251,fx-implied-vol,bloomberg,daily,EURJPY25R4M,LDN,close,EURJPY25R4M CMPL Curncy
6252,fx-implied-vol,bloomberg,daily,EURJPY25R6M,LDN,close,EURJPY25R6M CMPL Curncy
6253,fx-implied-vol,bloomberg,daily,EURJPY25R9M,LDN,close,EURJPY25R9M CMPL Curncy
6254,fx-implied-vol,bloomberg,daily,EURJPY25R1Y,LDN,close,EURJPY25R1Y CMPL Curncy
6255,fx-implied-vol,bloomberg,daily,EURJPY25R2Y,LDN,close,EURJPY25R2Y CMPL Curncy
6256,fx-implied-vol,bloomberg,daily,EURJPY25R3Y,LDN,close,EURJPY25R3Y CMPL Curncy
6257,fx-implied-vol,bloomberg,daily,EURJPY25R5Y,LDN,close,EURJPY25R5Y CMPL Curncy
6258,fx-implied-vol,bloomberg,daily,EURJPY10RON,LDN,close,EURJPY10RON CMPL Curncy
6259,fx-implied-vol,bloomberg,daily,EURJPY10R1W,LDN,close,EURJPY10R1W CMPL Curncy
6260,fx-implied-vol,bloomberg,daily,EURJPY10R2W,LDN,close,EURJPY10R2W CMPL Curncy
6261,fx-implied-vol,bloomberg,daily,EURJPY10R3W,LDN,close,EURJPY10R3W CMPL Curncy
6262,fx-implied-vol,bloomberg,daily,EURJPY10R1M,LDN,close,EURJPY10R1M CMPL Curncy
6263,fx-implied-vol,bloomberg,daily,EURJPY10R2M,LDN,close,EURJPY10R2M CMPL Curncy
6264,fx-implied-vol,bloomberg,daily,EURJPY10R3M,LDN,close,EURJPY10R3M CMPL Curncy
6265,fx-implied-vol,bloomberg,daily,EURJPY10R4M,LDN,close,EURJPY10R4M CMPL Curncy
6266,fx-implied-vol,bloomberg,daily,EURJPY10R6M,LDN,close,EURJPY10R6M CMPL Curncy
6267,fx-implied-vol,bloomberg,daily,EURJPY10R9M,LDN,close,EURJPY10R9M CMPL Curncy
6268,fx-implied-vol,bloomberg,daily,EURJPY10R1Y,LDN,close,EURJPY10R1Y CMPL Curncy
6269,fx-implied-vol,bloomberg,daily,EURJPY10R2Y,LDN,close,EURJPY10R2Y CMPL Curncy
6270,fx-implied-vol,bloomberg,daily,EURJPY10R3Y,LDN,close,EURJPY10R3Y CMPL Curncy
6271,fx-implied-vol,bloomberg,daily,EURJPY10R5Y,LDN,close,EURJPY10R5Y CMPL Curncy
6272,fx-implied-vol,bloomberg,daily,EURJPY25BON,LDN,close,EURJPY25BON CMPL Curncy
6273,fx-implied-vol,bloomberg,daily,EURJPY25B1W,LDN,close,EURJPY25B1W CMPL Curncy
6274,fx-implied-vol,bloomberg,daily,EURJPY25B2W,LDN,close,EURJPY25B2W CMPL Curncy
6275,fx-implied-vol,bloomberg,daily,EURJPY25B3W,LDN,close,EURJPY25B3W CMPL Curncy
6276,fx-implied-vol,bloomberg,daily,EURJPY25B1M,LDN,close,EURJPY25B1M CMPL Curncy
6277,fx-implied-vol,bloomberg,daily,EURJPY25B2M,LDN,close,EURJPY25B2M CMPL Curncy
6278,fx-implied-vol,bloomberg,daily,EURJPY25B3M,LDN,close,EURJPY25B3M CMPL Curncy
6279,fx-implied-vol,bloomberg,daily,EURJPY25B4M,LDN,close,EURJPY25B4M CMPL Curncy
6280,fx-implied-vol,bloomberg,daily,EURJPY25B6M,LDN,close,EURJPY25B6M CMPL Curncy
6281,fx-implied-vol,bloomberg,daily,EURJPY25B9M,LDN,close,EURJPY25B9M CMPL Curncy
6282,fx-implied-vol,bloomberg,daily,EURJPY25B1Y,LDN,close,EURJPY25B1Y CMPL Curncy
6283,fx-implied-vol,bloomberg,daily,EURJPY25B2Y,LDN,close,EURJPY25B2Y CMPL Curncy
6284,fx-implied-vol,bloomberg,daily,EURJPY25B3Y,LDN,close,EURJPY25B3Y CMPL Curncy
6285,fx-implied-vol,bloomberg,daily,EURJPY25B5Y,LDN,close,EURJPY25B5Y CMPL Curncy
6286,fx-implied-vol,bloomberg,daily,EURJPY10BON,LDN,close,EURJPY10BON CMPL Curncy
6287,fx-implied-vol,bloomberg,daily,EURJPY10B1W,LDN,close,EURJPY10B1W CMPL Curncy
6288,fx-implied-vol,bloomberg,daily,EURJPY10B2W,LDN,close,EURJPY10B2W CMPL Curncy
6289,fx-implied-vol,bloomberg,daily,EURJPY10B3W,LDN,close,EURJPY10B3W CMPL Curncy
6290,fx-implied-vol,bloomberg,daily,EURJPY10B1M,LDN,close,EURJPY10B1M CMPL Curncy
6291,fx-implied-vol,bloomberg,daily,EURJPY10B2M,LDN,close,EURJPY10B2M CMPL Curncy
6292,fx-implied-vol,bloomberg,daily,EURJPY10B3M,LDN,close,EURJPY10B3M CMPL Curncy
6293,fx-implied-vol,bloomberg,daily,EURJPY10B4M,LDN,close,EURJPY10B4M CMPL Curncy
6294,fx-implied-vol,bloomberg,daily,EURJPY10B6M,LDN,close,EURJPY10B6M CMPL Curncy
6295,fx-implied-vol,bloomberg,daily,EURJPY10B9M,LDN,close,EURJPY10B9M CMPL Curncy
6296,fx-implied-vol,bloomberg,daily,EURJPY10B1Y,LDN,close,EURJPY10B1Y CMPL Curncy
6297,fx-implied-vol,bloomberg,daily,EURJPY10B2Y,LDN,close,EURJPY10B2Y CMPL Curncy
6298,fx-implied-vol,bloomberg,daily,EURJPY10B3Y,LDN,close,EURJPY10B3Y CMPL Curncy
6299,fx-implied-vol,bloomberg,daily,EURJPY10B5Y,LDN,close,EURJPY10B5Y CMPL Curncy
6300,fx-implied-vol,bloomberg,daily,AUDJPYVON,LDN,close,AUDJPYVON CMPL Curncy
6301,fx-implied-vol,bloomberg,daily,AUDJPYV1W,LDN,close,AUDJPYV1W CMPL Curncy
6302,fx-implied-vol,bloomberg,daily,AUDJPYV2W,LDN,close,AUDJPYV2W CMPL Curncy
6303,fx-implied-vol,bloomberg,daily,AUDJPYV3W,LDN,close,AUDJPYV3W CMPL Curncy
6304,fx-implied-vol,bloomberg,daily,AUDJPYV1M,LDN,close,AUDJPYV1M CMPL Curncy
6305,fx-implied-vol,bloomberg,daily,AUDJPYV2M,LDN,close,AUDJPYV2M CMPL Curncy
6306,fx-implied-vol,bloomberg,daily,AUDJPYV3M,LDN,close,AUDJPYV3M CMPL Curncy
6307,fx-implied-vol,bloomberg,daily,AUDJPYV4M,LDN,close,AUDJPYV4M CMPL Curncy
6308,fx-implied-vol,bloomberg,daily,AUDJPYV6M,LDN,close,AUDJPYV6M CMPL Curncy
6309,fx-implied-vol,bloomberg,daily,AUDJPYV9M,LDN,close,AUDJPYV9M CMPL Curncy
6310,fx-implied-vol,bloomberg,daily,AUDJPYV1Y,LDN,close,AUDJPYV1Y CMPL Curncy
6311,fx-implied-vol,bloomberg,daily,AUDJPYV2Y,LDN,close,AUDJPYV2Y CMPL Curncy
6312,fx-implied-vol,bloomberg,daily,AUDJPYV3Y,LDN,close,AUDJPYV3Y CMPL Curncy
6313,fx-implied-vol,bloomberg,daily,AUDJPYV5Y,LDN,close,AUDJPYV5Y CMPL Curncy
6314,fx-implied-vol,bloomberg,daily,AUDJPY25RON,LDN,close,AUDJPY25RON CMPL Curncy
6315,fx-implied-vol,bloomberg,daily,AUDJPY25R1W,LDN,close,AUDJPY25R1W CMPL Curncy
6316,fx-implied-vol,bloomberg,daily,AUDJPY25R2W,LDN,close,AUDJPY25R2W CMPL Curncy
6317,fx-implied-vol,bloomberg,daily,AUDJPY25R3W,LDN,close,AUDJPY25R3W CMPL Curncy
6318,fx-implied-vol,bloomberg,daily,AUDJPY25R1M,LDN,close,AUDJPY25R1M CMPL Curncy
6319,fx-implied-vol,bloomberg,daily,AUDJPY25R2M,LDN,close,AUDJPY25R2M CMPL Curncy
6320,fx-implied-vol,bloomberg,daily,AUDJPY25R3M,LDN,close,AUDJPY25R3M CMPL Curncy
6321,fx-implied-vol,bloomberg,daily,AUDJPY25R4M,LDN,close,AUDJPY25R4M CMPL Curncy
6322,fx-implied-vol,bloomberg,daily,AUDJPY25R6M,LDN,close,AUDJPY25R6M CMPL Curncy
6323,fx-implied-vol,bloomberg,daily,AUDJPY25R9M,LDN,close,AUDJPY25R9M CMPL Curncy
6324,fx-implied-vol,bloomberg,daily,AUDJPY25R1Y,LDN,close,AUDJPY25R1Y CMPL Curncy
6325,fx-implied-vol,bloomberg,daily,AUDJPY25R2Y,LDN,close,AUDJPY25R2Y CMPL Curncy
6326,fx-implied-vol,bloomberg,daily,AUDJPY25R3Y,LDN,close,AUDJPY25R3Y CMPL Curncy
6327,fx-implied-vol,bloomberg,daily,AUDJPY25R5Y,LDN,close,AUDJPY25R5Y CMPL Curncy
6328,fx-implied-vol,bloomberg,daily,AUDJPY10RON,LDN,close,AUDJPY10RON CMPL Curncy
6329,fx-implied-vol,bloomberg,daily,AUDJPY10R1W,LDN,close,AUDJPY10R1W CMPL Curncy
6330,fx-implied-vol,bloomberg,daily,AUDJPY10R2W,LDN,close,AUDJPY10R2W CMPL Curncy
6331,fx-implied-vol,bloomberg,daily,AUDJPY10R3W,LDN,close,AUDJPY10R3W CMPL Curncy
6332,fx-implied-vol,bloomberg,daily,AUDJPY10R1M,LDN,close,AUDJPY10R1M CMPL Curncy
6333,fx-implied-vol,bloomberg,daily,AUDJPY10R2M,LDN,close,AUDJPY10R2M CMPL Curncy
6334,fx-implied-vol,bloomberg,daily,AUDJPY10R3M,LDN,close,AUDJPY10R3M CMPL Curncy
6335,fx-implied-vol,bloomberg,daily,AUDJPY10R4M,LDN,close,AUDJPY10R4M CMPL Curncy
6336,fx-implied-vol,bloomberg,daily,AUDJPY10R6M,LDN,close,AUDJPY10R6M CMPL Curncy
6337,fx-implied-vol,bloomberg,daily,AUDJPY10R9M,LDN,close,AUDJPY10R9M CMPL Curncy
6338,fx-implied-vol,bloomberg,daily,AUDJPY10R1Y,LDN,close,AUDJPY10R1Y CMPL Curncy
6339,fx-implied-vol,bloomberg,daily,AUDJPY10R2Y,LDN,close,AUDJPY10R2Y CMPL Curncy
6340,fx-implied-vol,bloomberg,daily,AUDJPY10R3Y,LDN,close,AUDJPY10R3Y CMPL Curncy
6341,fx-implied-vol,bloomberg,daily,AUDJPY10R5Y,LDN,close,AUDJPY10R5Y CMPL Curncy
6342,fx-implied-vol,bloomberg,daily,AUDJPY25BON,LDN,close,AUDJPY25BON CMPL Curncy
6343,fx-implied-vol,bloomberg,daily,AUDJPY25B1W,LDN,close,AUDJPY25B1W CMPL Curncy
6344,fx-implied-vol,bloomberg,daily,AUDJPY25B2W,LDN,close,AUDJPY25B2W CMPL Curncy
6345,fx-implied-vol,bloomberg,daily,AUDJPY25B3W,LDN,close,AUDJPY25B3W CMPL Curncy
6346,fx-implied-vol,bloomberg,daily,AUDJPY25B1M,LDN,close,AUDJPY25B1M CMPL Curncy
6347,fx-implied-vol,bloomberg,daily,AUDJPY25B2M,LDN,close,AUDJPY25B2M CMPL Curncy
6348,fx-implied-vol,bloomberg,daily,AUDJPY25B3M,LDN,close,AUDJPY25B3M CMPL Curncy
6349,fx-implied-vol,bloomberg,daily,AUDJPY25B4M,LDN,close,AUDJPY25B4M CMPL Curncy
6350,fx-implied-vol,bloomberg,daily,AUDJPY25B6M,LDN,close,AUDJPY25B6M CMPL Curncy
6351,fx-implied-vol,bloomberg,daily,AUDJPY25B9M,LDN,close,AUDJPY25B9M CMPL Curncy
6352,fx-implied-vol,bloomberg,daily,AUDJPY25B1Y,LDN,close,AUDJPY25B1Y CMPL Curncy
6353,fx-implied-vol,bloomberg,daily,AUDJPY25B2Y,LDN,close,AUDJPY25B2Y CMPL Curncy
6354,fx-implied-vol,bloomberg,daily,AUDJPY25B3Y,LDN,close,AUDJPY25B3Y CMPL Curncy
6355,fx-implied-vol,bloomberg,daily,AUDJPY25B5Y,LDN,close,AUDJPY25B5Y CMPL Curncy
6356,fx-implied-vol,bloomberg,daily,AUDJPY10BON,LDN,close,AUDJPY10BON CMPL Curncy
6357,fx-implied-vol,bloomberg,daily,AUDJPY10B1W,LDN,close,AUDJPY10B1W CMPL Curncy
6358,fx-implied-vol,bloomberg,daily,AUDJPY10B2W,LDN,close,AUDJPY10B2W CMPL Curncy
6359,fx-implied-vol,bloomberg,daily,AUDJPY10B3W,LDN,close,AUDJPY10B3W CMPL Curncy
6360,fx-implied-vol,bloomberg,daily,AUDJPY10B1M,LDN,close,AUDJPY10B1M CMPL Curncy
6361,fx-implied-vol,bloomberg,daily,AUDJPY10B2M,LDN,close,AUDJPY10B2M CMPL Curncy
6362,fx-implied-vol,bloomberg,daily,AUDJPY10B3M,LDN,close,AUDJPY10B3M CMPL Curncy
6363,fx-implied-vol,bloomberg,daily,AUDJPY10B4M,LDN,close,AUDJPY10B4M CMPL Curncy
6364,fx-implied-vol,bloomberg,daily,AUDJPY10B6M,LDN,close,AUDJPY10B6M CMPL Curncy
6365,fx-implied-vol,bloomberg,daily,AUDJPY10B9M,LDN,close,AUDJPY10B9M CMPL Curncy
6366,fx-implied-vol,bloomberg,daily,AUDJPY10B1Y,LDN,close,AUDJPY10B1Y CMPL Curncy
6367,fx-implied-vol,bloomberg,daily,AUDJPY10B2Y,LDN,close,AUDJPY10B2Y CMPL Curncy
6368,fx-implied-vol,bloomberg,daily,AUDJPY10B3Y,LDN,close,AUDJPY10B3Y CMPL Curncy
6369,fx-implied-vol,bloomberg,daily,AUDJPY10B5Y,LDN,close,AUDJPY10B5Y CMPL Curncy
6370,fx-implied-vol,bloomberg,daily,NZDJPYVON,LDN,close,NZDJPYVON CMPL Curncy
6371,fx-implied-vol,bloomberg,daily,NZDJPYV1W,LDN,close,NZDJPYV1W CMPL Curncy
6372,fx-implied-vol,bloomberg,daily,NZDJPYV2W,LDN,close,NZDJPYV2W CMPL Curncy
6373,fx-implied-vol,bloomberg,daily,NZDJPYV3W,LDN,close,NZDJPYV3W CMPL Curncy
6374,fx-implied-vol,bloomberg,daily,NZDJPYV1M,LDN,close,NZDJPYV1M CMPL Curncy
6375,fx-implied-vol,bloomberg,daily,NZDJPYV2M,LDN,close,NZDJPYV2M CMPL Curncy
6376,fx-implied-vol,bloomberg,daily,NZDJPYV3M,LDN,close,NZDJPYV3M CMPL Curncy
6377,fx-implied-vol,bloomberg,daily,NZDJPYV4M,LDN,close,NZDJPYV4M CMPL Curncy
6378,fx-implied-vol,bloomberg,daily,NZDJPYV6M,LDN,close,NZDJPYV6M CMPL Curncy
6379,fx-implied-vol,bloomberg,daily,NZDJPYV9M,LDN,close,NZDJPYV9M CMPL Curncy
6380,fx-implied-vol,bloomberg,daily,NZDJPYV1Y,LDN,close,NZDJPYV1Y CMPL Curncy
6381,fx-implied-vol,bloomberg,daily,NZDJPYV2Y,LDN,close,NZDJPYV2Y CMPL Curncy
6382,fx-implied-vol,bloomberg,daily,NZDJPYV3Y,LDN,close,NZDJPYV3Y CMPL Curncy
6383,fx-implied-vol,bloomberg,daily,NZDJPYV5Y,LDN,close,NZDJPYV5Y CMPL Curncy
6384,fx-implied-vol,bloomberg,daily,NZDJPY25RON,LDN,close,NZDJPY25RON CMPL Curncy
6385,fx-implied-vol,bloomberg,daily,NZDJPY25R1W,LDN,close,NZDJPY25R1W CMPL Curncy
6386,fx-implied-vol,bloomberg,daily,NZDJPY25R2W,LDN,close,NZDJPY25R2W CMPL Curncy
6387,fx-implied-vol,bloomberg,daily,NZDJPY25R3W,LDN,close,NZDJPY25R3W CMPL Curncy
6388,fx-implied-vol,bloomberg,daily,NZDJPY25R1M,LDN,close,NZDJPY25R1M CMPL Curncy
6389,fx-implied-vol,bloomberg,daily,NZDJPY25R2M,LDN,close,NZDJPY25R2M CMPL Curncy
6390,fx-implied-vol,bloomberg,daily,NZDJPY25R3M,LDN,close,NZDJPY25R3M CMPL Curncy
6391,fx-implied-vol,bloomberg,daily,NZDJPY25R4M,LDN,close,NZDJPY25R4M CMPL Curncy
6392,fx-implied-vol,bloomberg,daily,NZDJPY25R6M,LDN,close,NZDJPY25R6M CMPL Curncy
6393,fx-implied-vol,bloomberg,daily,NZDJPY25R9M,LDN,close,NZDJPY25R9M CMPL Curncy
6394,fx-implied-vol,bloomberg,daily,NZDJPY25R1Y,LDN,close,NZDJPY25R1Y CMPL Curncy
6395,fx-implied-vol,bloomberg,daily,NZDJPY25R2Y,LDN,close,NZDJPY25R2Y CMPL Curncy
6396,fx-implied-vol,bloomberg,daily,NZDJPY25R3Y,LDN,close,NZDJPY25R3Y CMPL Curncy
6397,fx-implied-vol,bloomberg,daily,NZDJPY25R5Y,LDN,close,NZDJPY25R5Y CMPL Curncy
6398,fx-implied-vol,bloomberg,daily,NZDJPY10RON,LDN,close,NZDJPY10RON CMPL Curncy
6399,fx-implied-vol,bloomberg,daily,NZDJPY10R1W,LDN,close,NZDJPY10R1W CMPL Curncy
6400,fx-implied-vol,bloomberg,daily,NZDJPY10R2W,LDN,close,NZDJPY10R2W CMPL Curncy
6401,fx-implied-vol,bloomberg,daily,NZDJPY10R3W,LDN,close,NZDJPY10R3W CMPL Curncy
6402,fx-implied-vol,bloomberg,daily,NZDJPY10R1M,LDN,close,NZDJPY10R1M CMPL Curncy
6403,fx-implied-vol,bloomberg,daily,NZDJPY10R2M,LDN,close,NZDJPY10R2M CMPL Curncy
6404,fx-implied-vol,bloomberg,daily,NZDJPY10R3M,LDN,close,NZDJPY10R3M CMPL Curncy
6405,fx-implied-vol,bloomberg,daily,NZDJPY10R4M,LDN,close,NZDJPY10R4M CMPL Curncy
6406,fx-implied-vol,bloomberg,daily,NZDJPY10R6M,LDN,close,NZDJPY10R6M CMPL Curncy
6407,fx-implied-vol,bloomberg,daily,NZDJPY10R9M,LDN,close,NZDJPY10R9M CMPL Curncy
6408,fx-implied-vol,bloomberg,daily,NZDJPY10R1Y,LDN,close,NZDJPY10R1Y CMPL Curncy
6409,fx-implied-vol,bloomberg,daily,NZDJPY10R2Y,LDN,close,NZDJPY10R2Y CMPL Curncy
6410,fx-implied-vol,bloomberg,daily,NZDJPY10R3Y,LDN,close,NZDJPY10R3Y CMPL Curncy
6411,fx-implied-vol,bloomberg,daily,NZDJPY10R5Y,LDN,close,NZDJPY10R5Y CMPL Curncy
6412,fx-implied-vol,bloomberg,daily,NZDJPY25BON,LDN,close,NZDJPY25BON CMPL Curncy
6413,fx-implied-vol,bloomberg,daily,NZDJPY25B1W,LDN,close,NZDJPY25B1W CMPL Curncy
6414,fx-implied-vol,bloomberg,daily,NZDJPY25B2W,LDN,close,NZDJPY25B2W CMPL Curncy
6415,fx-implied-vol,bloomberg,daily,NZDJPY25B3W,LDN,close,NZDJPY25B3W CMPL Curncy
